ID	publication	order	genus	species	subspecies	single_on	mean_on	deviation_on	minimum_on	maximum_on	n	max_reported_internal_diff	condition	problem	data_notes	text_notes
2624	waloff1954number	Orthoptera	Romalea	microptera					57	77						
2625	waloff1954number	Orthoptera	Tylotropidius	speciosus		66										
2626	waloff1954number	Orthoptera	Bryophyma	debilis		52										
2627	waloff1954number	Orthoptera	Acanthacris	ruficornis					116	158						
2628	waloff1954number	Orthoptera	Spathosternum	prasiniferum		10										
2629	waloff1954number	Orthoptera	Abisaris	viridipennis		44										
2630	waloff1954number	Orthoptera	Acanthoxia	gladiator					65	74						
2631	waloff1954number	Orthoptera	Catantops	adustus		48										
2632	waloff1954number	Orthoptera	Catantops	melanostictus					36	48						
2633	waloff1954number	Orthoptera	Catantops	saucius					68	76						
2634	waloff1954number	Orthoptera	Coptacra	torquata		16										
2635	waloff1954number	Orthoptera	Nomadacris	septemfasciata					170	179						
2636	waloff1954number	Orthoptera	Melanoplus	bivittatus					72	92						
2637	waloff1954number	Orthoptera	Schistocerca	gregaria		116										
2638	waloff1954number	Orthoptera	Tetrix	subulata		28										
2639	waloff1954number	Orthoptera	tetrix	vittata					20	32						
2640	waloff1954number	Orthoptera	Tetrix	kraussi		10										
2641	Iwata1955a	Hymenoptera	Poecilogonalos	fasciata					485	552						
2642	Iwata1955a	Hymenoptera	Chrysis	shanghaiensis		8										
2643	Iwata1955a	Hymenoptera	Chrysis	davidi		10										
2644	Iwata1955a	Hymenoptera	Chrysis	fuscipennis		8										
2645	Iwata1955a	Hymenoptera	Chrysis	ignita					8	9						
2646	Iwata1955a	Hymenoptera	Chrysis	viridula		8										
2647	Iwata1955a	Hymenoptera	Chrysis	galloisi		8										
2648	Iwata1955a	Hymenoptera	Chrysis	fasciata		8										
2649	Iwata1955a	Hymenoptera	Stilbum	cyanurum		8										
2650	Iwata1955a	Hymenoptera	Omalus	punctatus		108										
2651	Iwata1955a	Hymenoptera	Goniozus	japonicus		6										
2652	Iwata1955a	Hymenoptera	Sclerodermus	nipponictts		6										
2653	Iwata1955a	Hymenoptera	Timulla	insidiator		6										
2654	Iwata1955a	Hymenoptera	Mutilla	europaea					8	10						
2655	Iwata1955a	Hymenoptera	Myrmosa	melanocephala		6										
2656	Iwata1955a	Hymenoptera	Methoca	yasumatsui		6										
2657	Iwata1955a	Hymenoptera	Scolia	oculata		6										
2658	Iwata1955a	Hymenoptera	Scolia	fascinata		6										
2659	Iwata1955a	Hymenoptera	Scolia	japonica		6										
2660	Iwata1955a	Hymenoptera	Campsomeris	annulata		6										
2661	Iwata1955a	Hymenoptera	Campsomeris	prismatica		6										
2662	Iwata1955a	Hymenoptera	Tiphia	bicarinata		6										
2663	Iwata1955a	Hymenoptera	Leptothorax	congruus		6										
2664	Iwata1955a	Hymenoptera	Aphaenogaster	famellica		21										
2665	Iwata1955a	Hymenoptera	Monomorium	nipponense		25										
2666	Iwata1955a	Hymenoptera	Crematogaster	sordidula		43										
2667	Iwata1955a	Hymenoptera	Crematogaster	laboriosa					36	50						
2668	Iwata1955a	Hymenoptera	Camponotus	caryae		21										
2669	Iwata1955a	Hymenoptera	Camponotus	itoi		36										
2670	Iwata1955a	Hymenoptera	Camponotus	herculeanus					60	68						
2671	Iwata1955a	Hymenoptera	Camponotus	obscuripes					82	93						
2672	Iwata1955a	Hymenoptera	Tetramorium	caespitum		70										
2673	Iwata1955a	Hymenoptera	Lasius	niger					123	138						
2674	Iwata1955a	Hymenoptera	Vespula	lewisi		12										
2675	Iwata1955a	Hymenoptera	Vespa	xanthoptera		16										
2676	Iwata1955a	Hymenoptera	Vespa	crabro		16										
2677	Iwata1955a	Hymenoptera	Vespa	mandarinia					20	22						
2678	Iwata1955a	Hymenoptera	Vespa	tropica					12	14						
2679	Iwata1955a	Hymenoptera	Certina	flavipes		8										
2680	Iwata1955a	Hymenoptera	Xylocopa	appendiculata		8										
2681	Iwata1955a	Hymenoptera	Tetralonia	nipponensis		8										
2682	Iwata1955a	Hymenoptera	Anthophora	quadrifasciata		8										
2683	Iwata1955a	Hymenoptera	Anthophora	florea		8										
2684	Iwata1955a	Hymenoptera	Anthophora	villosula		8										
2685	Iwata1955a	Hymenoptera	Bombus	diversus		8										
2686	Iwata1955a	Hymenoptera	Bombus	ignitus		8										
2687	Iwata1955a	Hymenoptera	Thyreus	japonicus		8										
2688	Iwata1955a	Hymenoptera	Nomada	japonica					8	11						
2689	Iwata1955a	Hymenoptera	Nomada	pyrifera		10										
2690	Iwata1955a	Hymenoptera	Epeolus	japonica		12										
2691	Iwata1958	Hymenoptera	xiphydria	camelus					66	81						
2692	Iwata1958	Hymenoptera	Urocerus	japonicus					128	162						
2693	Iwata1958	Hymenoptera	Tremex	apicalis		63										
2694	Iwata1958	Hymenoptera	Xeris	specturm					56	71						
2695	Iwata1958	Hymenoptera	Janus	japonicus		12										
2696	Iwata1958	Hymenoptera	Pamphilius	komonesis					12	14						
2697	Iwata1958	Hymenoptera	Pamphilius	kumamotonis		14										
2698	Iwata1958	Hymenoptera	Pamphilius	lucidus		16										
2699	Iwata1958	Hymenoptera	Pamphilius	viriditibialis		16										
2700	Iwata1958	Hymenoptera	runaria	flavipes		10										
2701	Iwata1958	Hymenoptera	Arge	captiva		20										
2702	Iwata1958	Hymenoptera	Arge	coeruleipennis					18	20						
2703	Iwata1958	Hymenoptera	Arge	jonasi		20										
2704	Iwata1958	Hymenoptera	Arge	fulvicornis		20										
2705	Iwata1958	Hymenoptera	Arge	nigrinidosa		20										
2706	Iwata1958	Hymenoptera	Arge	nigrovaginata					19	20						
2707	Iwata1958	Hymenoptera	Arge	nippnensis		20										
2708	Iwata1958	Hymenoptera	Arge	pagana		20										
2709	Iwata1958	Hymenoptera	Arge	rejecta					18	20						
2710	Iwata1958	Hymenoptera	ARge	similis		20										
2711	Iwata1958	Hymenoptera	Sterictiphora	pruni		20										
2712	Iwata1958	Hymenoptera	Lepocimbex	yarofui		20										
2713	Iwata1958	Hymenoptera	Abia	iridescens					31	38						
2714	Iwata1958	Hymenoptera	Zaraea	akebii		42										
2715	Iwata1958	Hymenoptera	Zaraea	triangularis					35	36						
2716	Iwata1958	Hymenoptera	Neodiprion	sertifer					44	46						
2717	Iwata1958	Hymenoptera	Strongylogaster	blechni					88	90						
2718	Iwata1958	Hymenoptera	Strongylogaster	lineata					20	22						
2719	Iwata1958	Hymenoptera	Hemitaxonus	japonicus		14										
2720	Iwata1958	Hymenoptera	Hemitaxonus	minomensis					16	17						
2721	Iwata1958	Hymenoptera	Stromboceros	koebeli		10										
2722	Iwata1958	Hymenoptera	Aneugmenus	carinifrons					19	21						
2723	Iwata1958	Hymenoptera	Aneugmenus	japonicus					16	19						
2724	Iwata1958	Hymenoptera	Aneugmenus	kotonis					12	16						
2725	Iwata1958	Hymenoptera	Dolerus	ephippiatus		19										
2726	Iwata1958	Hymenoptera	Dolerus	picinus					18	22						
2727	Iwata1958	Hymenoptera	Dolerus	yokojamensis		20										
2728	Iwata1958	Hymenoptera	Lodrus	insulicola					20	22						
2729	Iwata1958	Hymenoptera	Corymbas	aperta		12										
2730	Iwata1958	Hymenoptera	Corymbas	fujisana		12										
2731	Iwata1958	Hymenoptera	Corymbas	nippnica					15	16						
2732	Iwata1958	Hymenoptera	Siobla	ferox					30	31						
2733	Iwata1958	Hymenoptera	Siobla	venusta		28										
2734	Iwata1958	Hymenoptera	Conapsidia	hyalina		22										
2735	Iwata1958	Hymenoptera	Aglaostigma	albicincta		16										
2736	Iwata1958	Hymenoptera	Aglaostigma	nebulosa					31	35						
2737	Iwata1958	Hymenoptera	Lagidina	irritans					35	39						
2738	Iwata1958	Hymenoptera	Lagidina	platycerus					24	31						
2739	Iwata1958	Hymenoptera	Pachyprotasis	pallidiventris		14										
2740	Iwata1958	Hymenoptera	Pachyprotasis	volatilis		15										
2741	Iwata1958	Hymenoptera	Macrophya	apicalis					13	14						
2742	Iwata1958	Hymenoptera	Macrophya	carbonaria					17	18						
2743	Iwata1958	Hymenoptera	macrophya	coxalis					15	16						
2744	Iwata1958	Hymenoptera	Macrophya	enslini		19										
2745	Iwata1958	Hymenoptera	Macropya	falsifica					46	49						
2746	Iwata1958	Hymenoptera	Macrophya	fuscipennis		14										
2747	Iwata1958	Hymenoptera	Macrophya	malaisei		20										
2748	Iwata1958	Hymenoptera	Macrophya	rohweri		12										
2749	Iwata1958	Hymenoptera	Macrophya	timida		20										
2750	Iwata1958	Hymenoptera	Rhogogaster	varipes					29	33						
2751	Iwata1958	Hymenoptera	Tenthredo	analis					16	17						
2752	Iwata1958	Hymenoptera	Tenthredo	flavida		14										
2753	Iwata1958	Hymenoptera	Tenthredo	flavipectus		14										
2754	Iwata1958	Hymenoptera	Tenthredo	fukai		14										
2755	Iwata1958	Hymenoptera	Tenthredo	japonica		14										
2756	Iwata1958	Hymenoptera	Tenthredo	matsumurai					13	15						
2757	Iwata1958	Hymenoptera	Tentrhedo	mortivaga		14										
2758	Iwata1958	Hymenoptera	Tenthredo	nigropicta					14	15						
2759	Iwata1958	Hymenoptera	Tenthredo	basizonata		18										
2760	Iwata1958	Hymenoptera	Tenthredo	emphytiformis		14										
2761	Iwata1958	Hymenoptera	Tenthredo	fulva		22										
2762	Iwata1958	Hymenoptera	Tenthredo	gifui		18										
2763	Iwata1958	Hymenoptera	Tenthredo	hilaris					13	14						
2764	Iwata1958	Hymenoptera	Tenthredo	jozana		21										
2765	Iwata1958	Hymenoptera	Tenthredo	providens					19	21						
2766	Iwata1958	Hymenoptera	Tenthredo	versuta		18										
2767	Iwata1958	Hymenoptera	Tenthredo	viridatrix		14										
2768	Iwata1958	Hymenoptera	Athalia	japonica					17	21						
2769	Iwata1958	Hymenoptera	Athalia	kahsimrensis		20										
2770	Iwata1958	Hymenoptera	Athalia	lugens					19	22						
2771	Iwata1958	Hymenoptera	Athalia	rosae					28	30						
2772	Iwata1958	Hymenoptera	Eriocampa	albipes		20										
2773	Iwata1958	Hymenoptera	Beleses	satonis		17										
2774	Iwata1958	Hymenoptera	Nesotaxonus	flavescens					28	35						
2775	Iwata1958	Hymenoptera	Empria	quadrimaculata		15										
2776	Iwata1958	Hymenoptera	Ametastigia	polygoni					13	15						
2777	Iwata1958	Hymenoptera	Allanthus	nigrocaeruleus					19	21						
2778	Iwata1958	Hymenoptera	Emphytus	albicinctus					15	18						
2779	Iwata1958	Hymenoptera	Emphytus	nakbusensis					16	18						
2780	Iwata1958	Hymenoptera	Asiemphytus	albilabris					19	22						
2781	Iwata1958	Hymenoptera	Asiemphytus	deutziae					18	20						
2782	Iwata1958	Hymenoptera	Asiemphytus	vexator		14										
2783	Iwata1958	Hymenoptera	Taxonus	cerperus		14										
2784	Iwata1958	Hymenoptera	Taxonus	fulvicornis					18	20						
2785	Iwata1958	Hymenoptera	Taxonus	hirasanus		21										
2786	Iwata1958	Hymenoptera	Taxonus	japonicus		11										
2787	Iwata1958	Hymenoptera	Taxonus	minomensis		20										
2788	Iwata1958	Hymenoptera	Phymatocera	aterrima		14										
2789	Iwata1958	Hymenoptera	Phymatoceropsis	japonica		20										
2790	Iwata1958	Hymenoptera	Entomostethus	jucnivorus		20										
2791	Iwata1958	Hymenoptera	Megatomostethus	crassicornis					18	23						
2792	Iwata1958	Hymenoptera	Stehomostus	fuliginosus		18										
2793	Iwata1958	Hymenoptera	Nesotomostethus	lewisii		20										
2794	Iwata1958	Hymenoptera	Fenusa	dohrni					18	21						
2795	Iwata1958	Hymenoptera	Croesus	japonicus		59										
2796	Iwata1958	Hymenoptera	Nematinus	alni		34										
2797	Iwata1958	Hymenoptera	Nematinus	japonicus		38										
2798	Iwata1958	Hymenoptera	Nematus	inornatus		28										
2799	Iwata1958	Hymenoptera	Nematus	yokohamensis		30										
2800	Iwata1958	Hymenoptera	Stauronematus	compressicornis					20	22						
2801	Iwata1958	Hymenoptera	Claudius	pectinicornis					20	23						
2802	Iwata1958	Hymenoptera	Trichiocampus	populi					22	23						
2803	Iwata1958	Hymenoptera	Orussus	japoncius		8										
2804	Iwata1959	Hymenoptera	Evania	appendigaster		10										
2805	Iwata1959	Hymenoptera	Gasteruption	thompsoni					6	9						
2806	Iwata1959	Hymenoptera	Trichofoenus	breviterebrae		6										
2807	Iwata1959	Hymenoptera	Pristaulacus	intermedius					55	61						
2808	Iwata1959	Hymenoptera	Procotrupes	gravidator		2										
2809	Iwata1959	Hymenoptera	Agriotypus	gracilis					16	22						
2810	Iwata1960	Hymenoptera	Orthogomalos	elongata		819										
2811	Iwata1960	Hymenoptera	Poecilogonalos	fasciata					669	1418						
2812	Iwata1960	Hymenoptera	Poeciologonalos	maga					1050	1152						
2813	Iwata1960	Hymenoptera	Chysis	daphne		8										
2814	Iwata1960	Hymenoptera	Chrysis	galloisi		8										
2815	Iwata1960	Hymenoptera	Chrysis	rebrifasciata					6	7						
2816	Iwata1960	Hymenoptera	Omolus	violaceus		100										
2817	Iwata1960	Hymenoptera	Stilbum	cyanurum		8										
2818	Iwata1960	Hymenoptera	Allepyris	microneurus		6										
2819	Iwata1960	Hymenoptera	Scalia	vittifrons		6										
2820	Iwata1960	Hymenoptera	Pricnemis	irritabilis		6										
2821	Iwata1960	Hymenoptera	Vespa	xanthoptera		16										
2822	Iwata1960	Hymenoptera	Alysson	cameroni		6										
2823	Iwata1960	Hymenoptera	Cerceris	navitatis		6										
2824	Iwata1960	Hymenoptera	Crobro	cavifrons		6										
2825	Iwata1960	Hymenoptera	Crosscerus	monstrosus		6										
2826	Iwata1960	Hymenoptera	Ectemnius	schlettereri		6										
2827	Iwata1960	Hymenoptera	Ectemnius	nigritarsus		6										
2828	Iwata1960	Hymenoptera	Nipponomysson	rufopictus		8										
2829	Iwata1960	Hymenoptera	Pemphredon	diervillae		8										
2830	Iwata1960	Hymenoptera	Psen	dzimm		6										
2831	Iwata1960	Hymenoptera	Psen	hakusanus		6										
2832	Iwata1960	Hymenoptera	Rhopalum	latronum		6										
2833	Iwata1960	Hymenoptera	Sphex	harmandi		6										
2834	Iwata1960	Hymenoptera	Stigmus	filippovi		6										
2835	Iwata1960	Hymenoptera	Trypoxylon	obsonator		6										
2836	Iwata1960	Hymenoptera	Trypoxylon	pacificus		6										
2837	Iwata1960	Hymenoptera	Ceratina	flavipes		8										
2838	Iwata1960	Hymenoptera	Euapsis	basalis		6										
2839	Iwata1960	Hymenoptera	Megachile	pseudomonticola		6										
2840	Iwata1960	Hymenoptera	Tetralonia	mitsukuril		8										
2841	Iwata1960a	Hymenoptera	Aoplus	nigriorbitalis		8										
2842	Iwata1960a	Hymenoptera	Aoplus	propinquus		8										
2843	Iwata1960a	Hymenoptera	Aoplus	variegatus		6										
2844	Iwata1960a	Hymenoptera	Aoplus	posticalis					8	10						
2845	Iwata1960a	Hymenoptera	Coelichneumon	auspex		7										
2846	Iwata1960a	Hymenoptera	Coelichneumon	bilineatus					8	9						
2847	Iwata1960a	Hymenoptera	Coelichneumon	coxalis		8										
2848	Iwata1960a	Hymenoptera	Coelichneumon	cyaniventris		8										
2849	Iwata1960a	Hymenoptera	Coelichneumon	garugawensis		7										
2850	Iwata1960a	Hymenoptera	Coelichneumon	kodakasensis					8	9						
2851	Iwata1960a	Hymenoptera	Coelichneumon	lividuus		8										
2852	Iwata1960a	Hymenoptera	Coelichneumon	mohrii		6										
2853	Iwata1960a	Hymenoptera	Coelichneumon	persimilis					6	8						
2854	Iwata1960a	Hymenoptera	Coelichneumon	bifasciatus		8										
2855	Iwata1960a	Hymenoptera	Coelichneumon	insolitus					6	9						
2856	Iwata1960a	Hymenoptera	Coelichneumon	japonicus		8										
2857	Iwata1960a	Hymenoptera	Coelichneumon	kochiensis		8										
2858	Iwata1960a	Hymenoptera	Cratichneumon	luteiventris		8										
2860	Iwata1960a	Hymenoptera	Cratichneumon	nigritarius		8										
2861	Iwata1960a	Hymenoptera	Cratichneumon	quadratus		8										
2862	Iwata1960a	Hymenoptera	Cratichneumon	tambensis		8										
2863	Iwata1960a	Hymenoptera	Euplamus	giganteus		8										
2864	Iwata1960a	Hymenoptera	Eupalamus	japonicus		9										
2865	Iwata1960a	Hymenoptera	Eupalamus	lamentator		8										
2866	Iwata1960a	Hymenoptera	Hoplismenus	dentatus		6										
2867	Iwata1960a	Hymenoptera	Hoplismenus	pica					16	20						
2868	Iwata1960a	Hymenoptera	Ichneumon	generosus					8	16						
2869	Iwata1960a	Hymenoptera	Ichneumon	longicellus		8										
2870	Iwata1960a	Hymenoptera	IChneumon	molitorius					8	9						
2871	Iwata1960a	Hymenoptera	Ichneumon	sugiharai		8										
2872	Iwata1960a	Hymenoptera	Matara	antennata		8										
2873	Iwata1960a	Hymenoptera	Melanichneumon	albipictus					6	8						
2874	Iwata1960a	Hymenoptera	Melanichneumon	albipictus	margina	6										
2875	Iwata1960a	Hymenoptera	Melanichneumon	albipictus	obsoletus				7	8						
2876	Iwata1960a	Hymenoptera	Melanichneumon	bifasciatus					8	10						
2877	Iwata1960a	Hymenoptera	Melanichneumon	constrictus		6										
2878	Iwata1960a	Hymenoptera	Melanichneumon	hiugensis		8										
2879	Iwata1960a	Hymenoptera	Melanichneumon	irritator					7	8						
2880	Iwata1960a	Hymenoptera	Melanichneumon	luecaniae		8										
2881	Iwata1960a	Hymenoptera	Melanichneumon	leucanioides					6	8						
2882	Iwata1960a	Hymenoptera	Melanichneumon	leucomelas					8	9						
2883	Iwata1960a	Hymenoptera	Melanichneumon	spectabilis		8										
2884	Iwata1960a	Hymenoptera	Melanichneumon	vexator					8	10						
2885	Iwata1960a	Hymenoptera	Melanichneumon	wadai		6										
2886	Iwata1960a	Hymenoptera	Protichneumon	platycerus		8										
2887	Iwata1960a	Hymenoptera	Protichneumon	major		8										
2888	Iwata1960a	Hymenoptera	Pseudoplatylabus	apicalis		6										
2889	Iwata1960a	Hymenoptera	Pseudoplatylabus	albitrochanterus		6										
2890	Iwata1960a	Hymenoptera	Phaeogenes	flavescens		6										
2891	Iwata1960a	Hymenoptera	Phaeogenes	haeusleri		6										
2892	Iwata1960a	Hymenoptera	Phaeogenes	spiniger					5	6						
2893	Iwata1960a	Hymenoptera	Togea	albofasciata					8	9						
2894	Iwata1960a	Hymenoptera	Togea	nigra					7	10						
2895	Iwata1960a	Hymenoptera	Togea	tenuiantennalis		8										
2896	Iwata1960a	Hymenoptera	Tricholabus	strigatorius					6	8						
2897	Iwata1960a	Hymenoptera	ulesta	agitata					7	9						
2898	Iwata1960a	Hymenoptera	Amblyjoppa	cognatoria					12	21						
2899	Iwata1960a	Hymenoptera	Amblyjoppa	proteus					11	18						
2900	Iwata1960a	Hymenoptera	Amblyteles	iwatai		13										
2901	Iwata1960a	Hymenoptera	Amblyteles	trifasciatus		18										
2902	Iwata1960a	Hymenoptera	Amblyteles	oratorius					16	20						
2903	Iwata1960a	Hymenoptera	Anisobas	diminutus					20	30						
2904	Iwata1960a	Hymenoptera	Callajoppa	mikado		19										
2905	Iwata1960a	Hymenoptera	Callajoppa	pepsoides					20	27						
2906	Iwata1960a	Hymenoptera	Chasmias	motatorius		17										
2907	Iwata1960a	Hymenoptera	Ctenichneumon	divisorius		13										
2908	Iwata1960a	Hymenoptera	Ectopius	convexus		9										
2909	Iwata1960a	Hymenoptera	Facydes	purpureomaculata		15										
2910	Iwata1960a	Hymenoptera	Naenaria	albomaculata		10										
2911	Iwata1960a	Hymenoptera	Paltylabus	iwatensis					16	21						
2912	Iwata1960a	Hymenoptera	Platylabus	nigricornis					7	10						
2913	Iwata1960a	Hymenoptera	Probolus	culpatorius					15	16						
2914	Iwata1960a	Hymenoptera	Psilomastax	pyramidalis		30										
2915	Iwata1960a	Hymenoptera	Trogus	mactator					26	27						
2916	Iwata1960a	Hymenoptera	Ephialites	cabonarius					6	9						
2917	Iwata1960a	Hymenoptera	Ephialtes	laspeyresiae		12										
2918	Iwata1960a	Hymenoptera	Ephialtes	matsumurai		12										
2919	Iwata1960a	Hymenoptera	Ephialtes	nakamurai					7	12						
2920	Iwata1960a	Hymenoptera	Itoplectis	anternans					10	27						
2921	Iwata1960a	Hymenoptera	Itoplectis	naranyae					17	23						
2922	Iwata1960a	Hymenoptera	Perithous	japonicus					8	9						
2923	Iwata1960a	Hymenoptera	Perithous	varius		8										
2924	Iwata1960a	Hymenoptera	Pimpla	alboannulata					6	11						
2925	Iwata1960a	Hymenoptera	Pimpla	disparis					19	35						
2926	Iwata1960a	Hymenoptera	Pimpla	luctuosa					24	30						
2927	Iwata1960a	Hymenoptera	Pimpla	parnarae					16	18						
2928	Iwata1960a	Hymenoptera	Pimpla	spuria					7	11						
2929	Iwata1960a	Hymenoptera	Theronia	atalantae					14	29						
2930	Iwata1960a	Hymenoptera	Thernoia	laevigata					6	10						
2931	Iwata1960a	Hymenoptera	Theronia	rufescens					8	10						
2932	Iwata1960a	Hymenoptera	Xanthopimpla	japonica					20	23						
2933	Iwata1960a	Hymenoptera	Xanthopimpla	minomensis					10	15						
2934	Iwata1960a	Hymenoptera	Xanthopimpla	punctata					11	12						
2935	Iwata1960a	Hymenoptera	Apechthis	capulifera					14	23						
2936	Iwata1960a	Hymenoptera	Apechthis	japonica					11	16						
2937	Iwata1960a	Hymenoptera	Apechthis	rufata					7	16						
2938	Iwata1960a	Hymenoptera	Delomerista	kusuoi		12										
2939	Iwata1960a	Hymenoptera	Iseropns	orientalis					18	20						
2940	Iwata1960a	Hymenoptera	Polysphincta	nikkoensis					6	8						
2941	Iwata1960a	Hymenoptera	Polysphincta	tenuiabdominalis		6										
2942	Iwata1960a	Hymenoptera	Polysphincta	tuberculata		6										
2943	Iwata1960a	Hymenoptera	Tromatobia	nipponica					12	15						
2944	Iwata1960a	Hymenoptera	Tromatobia	ovivora					7	12						
2945	Iwata1960a	Hymenoptera	Zatypota	albicoxa					5	11						
2946	Iwata1960a	Hymenoptera	Zatypota	albicoxa	nigrithorax	12										
2947	Iwata1960a	Hymenoptera	Coleocentrus	exitator					9	14						
2948	Iwata1960a	Hymenoptera	Epirhyssa	sapporensis					6	7						
2949	Iwata1960a	Hymenoptera	Megarhyssa	japonica					10	12						
2950	Iwata1960a	Hymenoptera	Rhyssa	approximator					9	10						
2951	Iwata1960a	Hymenoptera	Ischnoceros	seticornis		6										
2952	Iwata1960a	Hymenoptera	Odontocolon	nikkoensis		6										
2953	Iwata1960a	Hymenoptera	Eugalta	albomarginalis		8										
2954	Iwata1960a	Hymenoptera	Xorides	crassitibialis		6										
2955	Iwata1960a	Hymenoptera	Xorides	investigator		6										
2956	Iwata1960a	Hymenoptera	Xorides	sapporensis		6										
2957	Iwata1960a	Hymenoptera	Arotes	albicinctus					32	78						
2958	Iwata1960a	Hymenoptera	Arotes	sagiharai		6										
2959	Iwata1960a	Hymenoptera	Phaenolobus	marayamensis					28	29						
2960	Iwata1960a	Hymenoptera	Siphmedia	apicalis					27	34						
2961	Iwata1960a	Hymenoptera	Yamatarotes	bicolor					40	75						
2962	Iwata1960a	Hymenoptera	Yezoceryx	isshikii		28										
2963	Iwata1960a	Hymenoptera	Acroricnus	ambulator					8	11						
2964	Iwata1960a	Hymenoptera	Acanthocryptus	perscutator					11	16						
2965	Iwata1960a	Hymenoptera	Caenocryptoides	tarsalis					10	11						
2966	Iwata1960a	Hymenoptera	Caenocryptus	alboanalis		8										
2967	Iwata1960a	Hymenoptera	Caenocryptus	atrator		9										
2968	Iwata1960a	Hymenoptera	Caenocryptus	microstriatellus					6	8						
2969	Iwata1960a	Hymenoptera	Echthrus	nigripes		12										
2970	Iwata1960a	Hymenoptera	Echthrus	rufipes		12										
2971	Iwata1960a	Hymenoptera	Gelis	asozanus		6										
2972	Iwata1960a	Hymenoptera	Habrocryptoides	ternishii		8										
2973	Iwata1960a	Hymenoptera	Mesostenus	funebris					6	10						
2974	Iwata1960a	Hymenoptera	Nemotopodius	flavoguttatus					4	5						
2975	Iwata1960a	Hymenoptera	Nippocryptus	suzukii					6	9						
2976	Iwata1960a	Hymenoptera	Paragambrus	sapporensis		10										
2977	Iwata1960a	Hymenoptera	Plectocryptus	albibasalis					7	8						
2978	Iwata1960a	Hymenoptera	Plectocryptus	concavopropodeus					8	9						
2979	Iwata1960a	Hymenoptera	Plectocryptus	nohirai					8	10						
2980	Iwata1960a	Hymenoptera	Ateleuta	minusculae					7	8						
2981	Iwata1960a	Hymenoptera	Cryptus	tenuiabdominalis					5	11						
2982	Iwata1960a	Hymenoptera	Endasys	brevioides		7										
2983	Iwata1960a	Hymenoptera	Endasys	parviventris		6										
2984	Iwata1960a	Hymenoptera	Endasys	profligator		6										
2985	Iwata1960a	Hymenoptera	Goniocryptus	maruyamanus		6										
2986	Iwata1960a	Hymenoptera	Goniocryptus	tosaensis		11										
2987	Iwata1960a	Hymenoptera	Goniocryptus	yezoensis					10	16						
2988	Iwata1960a	Hymenoptera	Hepiopelmus	variegatus		14										
2989	Iwata1960a	Hymenoptera	Idiolispa	obfuscator		10										
2990	Iwata1960a	Hymenoptera	Listrognathus	ecopteromus					10	13						
2991	Iwata1960a	Hymenoptera	Listrognathus	aequabilis		8										
2992	Iwata1960a	Hymenoptera	Listrognathus	punctator		10										
2993	Iwata1960a	Hymenoptera	Phygadeuon	akaashii		6										
2994	Iwata1960a	Hymenoptera	Torbda	nigra					7	8						
2995	Iwata1960a	Hymenoptera	Exetastes	fukuchiyamanus		53										
2996	Iwata1960a	Hymenoptera	Exetastes	ishikawensis					29	46						
2997	Iwata1960a	Hymenoptera	Exetastes	longipes					51	65						
2998	Iwata1960a	Hymenoptera	Exetastes	sapporensis		28										
2999	Iwata1960a	Hymenoptera	Glypta	bipunctoria		24										
3000	Iwata1960a	Hymenoptera	Glypta	glypta					21	26						
3001	Iwata1960a	Hymenoptera	Glypta	sapporensis		26										
3002	Iwata1960a	Hymenoptera	Lissonota	sapporensis		37										
3003	Iwata1960a	Hymenoptera	Lycornia	trangurifera					27	47						
3004	Iwata1960a	Hymenoptera	Syzeuctus	sambonis					19	30						
3005	Iwata1960a	Hymenoptera	Syzeuctus	takaozanus		30										
3006	Iwata1960a	Hymenoptera	Teleutaea	japonica					17	27						
3007	Iwata1960a	Hymenoptera	Teleutaea	brischkei					10	14						
3008	Iwata1960a	Hymenoptera	Acerataspis	clavata					21	31						
3009	Iwata1960a	Hymenoptera	Colpotrochia	elegantula					28	58						
3010	Iwata1960a	Hymenoptera	Colpotrochia	nipponensis					118	121						
3011	Iwata1960a	Hymenoptera	Metopius	dissectorius					15	26						
3012	Iwata1960a	Hymenoptera	Metoplus	haklensis					19	27						
3013	Iwata1960a	Hymenoptera	Metopius	maruyamensis		16										
3014	Iwata1960a	Hymenoptera	Metopius	rufus					31	36						
3015	Iwata1960a	Hymenoptera	Dyspetus	fracticeps		8										
3016	Iwata1960a	Hymenoptera	Exenterus	adspersus		10										
3017	Iwata1960a	Hymenoptera	Neliopisthus	elegans		9										
3018	Iwata1960a	Hymenoptera	Netelia	grumi		8										
3019	Iwata1960a	Hymenoptera	Netelia	japonicus		11										
3020	Iwata1960a	Hymenoptera	Netelia	nigriventris		10										
3021	Iwata1960a	Hymenoptera	Netelia	ocellaris					6	10						
3022	Iwata1960a	Hymenoptera	Parabatus	cristatus		14										
3023	Iwata1960a	Hymenoptera	Sphinctus	nigrithorax		10										
3024	Iwata1960a	Hymenoptera	Ctenopelma	tokioense					20	26						
3025	Iwata1960a	Hymenoptera	Ctenopelma	xanthostigma		10										
3026	Iwata1960a	Hymenoptera	Hardodactylus	typhae					17	48						
3027	Iwata1960a	Hymenoptera	Mesoleptus	petiolaris					23	24						
3028	Iwata1960a	Hymenoptera	Scolobates	testaceus					14	24						
3029	Iwata1960a	Hymenoptera	Euceros	nigritrochantellus					460	465						
