ID	publication	name	updated_fullname	taxonomy_source	rank_matched	matched	score	ott_id	ncbi_id	name_source	matched_id_in_source	updated_genus	updated_genus_ott_id	updated_genus_ncbi_id	updated_species	updated_species_ott_id	updated_species_ncbi_id	updated_subspecies	ott_accepted_name	ott_version	higher_source	domain	kingdom	phylum	subphylum	superclass	class	subclass	infraclass	superorder	order	suborder	infraorder	parvorder	superfamily	family	subfamily	tribe	subtribe	species subgroup	species group	subgenus	section	genus	subsection
75	hodin2009she	Apis mellifera scutellata	Apis mellifera scutellata	OTT	subspecies	Apis mellifera scutellata	100	85741	212527	OTT	85741	Apis	52851	7459	mellifera	461645	212527	scutellata	Apis mellifera scutellata	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Hymenoptera	Apocrita			Apoidea	Apidae	Apinae	Apini							
76	hodin2009she	Apis mellifera capensis	Apis mellifera capensis	OTT	subspecies	Apis mellifera capensis	100	5835610	293692	OTT	5835610	Apis	52851	7459	mellifera	461645	293692	capensis	Apis mellifera capensis	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Hymenoptera	Apocrita			Apoidea	Apidae	Apinae	Apini							
77	hodin2009she	Apis cerana	Apis cerana	OTT	species	Apis cerana	100	625771	7461	OTT	625771	Apis	52851	7459	cerana	625771	7461		Apis cerana	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Hymenoptera	Apocrita			Apoidea	Apidae	Apinae	Apini							
78	hodin2009she	Apis dorsata	Apis dorsata	OTT	species	Apis dorsata	100	625767	7462	OTT	625767	Apis	52851	7459	dorsata	625767	7462		Apis dorsata	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Hymenoptera	Apocrita			Apoidea	Apidae	Apinae	Apini							
79	hodin2009she	Tribolium castaneum	Tribolium castaneum	OTT	species	Tribolium castaneum	100	148904	7070	OTT	148904	Tribolium	1093463	7069	castaneum	148904	7070		Tribolium castaneum	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Cucujiformia		Tenebrionoidea	Tenebrionidae	Tenebrioninae								
80	hodin2009she	Aphodius fossor	Aphodius fossor	OTT	species	Aphodius fossor	100	1032337	207151	OTT	1032337	Aphodius	378237	166307	fossor	1032337	207151		Aphodius fossor	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Scarabaeiformia		Scarabaeoidea	Scarabaeidae	Aphodiinae					Teuchestes			
81	hodin2009she	Meloe proscarabeaus	Meloe proscarabaeus	OTT	species	Meloe proscarabaeus	95	321955	34751	OTT	321955	Meloe	321954	34750	proscarabaeus	321955	34751		Meloe proscarabaeus	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Cucujiformia		Tenebrionoidea	Meloidae									
83	hodin2009she	Romalea microptera	Romalea microptera	OTT	species	Romalea microptera	100	763191	7007	OTT	763191	Romalea	178937	7006	microptera	763191	7007		Romalea microptera	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Orthopteroidea		Orthoptera	Caelifera			Acridoidea	Romaleidae									
84	hodin2009she	Anastrepha ludens	Anastrepha ludens	OTT	species	Anastrepha ludens	100	227746	28586	OTT	227746	Anastrepha	227754	28585	ludens	227746	28586		Anastrepha ludens	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Diptera	Brachycera	Muscomorpha		Tephritoidea	Tephritidae	Trypetinae	Toxotrypanini					Schizophora		
85	hodin2009she	Anastrepha obliqua	Anastrepha obliqua	OTT	species	Anastrepha obliqua	100	109859	95512	OTT	109859	Anastrepha	227754	28585	obliqua	109859	95512		Anastrepha obliqua	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Diptera	Brachycera	Muscomorpha		Tephritoidea	Tephritidae	Trypetinae	Toxotrypanini					Schizophora		
86	oberhauser1997fecundity	Danaus plexippus	Danaus plexippus	OTT	species	Danaus plexippus	100	190091	13037	OTT	190091	Danaus	190090	13036	plexippus	190091	13037		Danaus plexippus	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota	Amphiesmenoptera	Lepidoptera	Glossata	Neolepidoptera	Heteroneura	Papilionoidea	Nymphalidae	Danainae	Danaini	Danaina			Danaus subgenus Danaus			
87	stewart1991reproductive	Adalia decempunctata	Adalia decempunctata	OTT	species	Adalia decempunctata	100	629403	115343	OTT	629403	Adalia	965947	7083	decempunctata	629403	115343		Adalia decempunctata	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Cucujiformia		Cucujoidea	Coccinellidae	Coccinellinae								
88	tanaka1989developmental	Parnassius glacialis	Parnassius glacialis	OTT	species	Parnassius glacialis	100	729399	76189	OTT	729399	Parnassius	144693	42291	glacialis	729399	76189		Parnassius glacialis	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota	Amphiesmenoptera	Lepidoptera	Glossata	Neolepidoptera	Heteroneura	Papilionoidea	Papilionidae	Parnassiinae	Parnassini				Driopa			
89	sands1980new	Lucia limbaria	Lucia limbaria	OTT	species	Lucia limbaria	100	421130	191970	OTT	421130	Lucia	487607	191969	limbaria	421130	191970		Lucia limbaria	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota	Amphiesmenoptera	Lepidoptera	Glossata	Neolepidoptera	Heteroneura	Papilionoidea	Lycaenidae	Theclinae	Luciini							
90	sands1980new	Acrodipsas illidgei	Acrodipsas illidgei	OTT	species	Acrodipsas illidgei	100	998238	191965	OTT	998238	Acrodipsas	594354	191875	illidgei	998238	191965		Acrodipsas illidgei	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota	Amphiesmenoptera	Lepidoptera	Glossata	Neolepidoptera	Heteroneura	Papilionoidea	Lycaenidae	Theclinae	Luciini							
91	sands1980new	Acrodipsas melania	Acrodipsas melania	OTT	species	Acrodipsas melania	100	998240	191966	OTT	998240	Acrodipsas	594354	191875	melania	998240	191966		Acrodipsas melania	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota	Amphiesmenoptera	Lepidoptera	Glossata	Neolepidoptera	Heteroneura	Papilionoidea	Lycaenidae	Theclinae	Luciini							
92	sands1980new	Acrodipsas myrmecophila	Acrodipsas myrmecophila	OTT	species	Acrodipsas myrmecophila	100	998221	191968	OTT	998221	Acrodipsas	594354	191875	myrmecophila	998221	191968		Acrodipsas myrmecophila	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota	Amphiesmenoptera	Lepidoptera	Glossata	Neolepidoptera	Heteroneura	Papilionoidea	Lycaenidae	Theclinae	Luciini							
93	sands1980new	Acrodipsas hirtipes	Acrodipsas hirtipes	OTT	species	Acrodipsas hirtipes	100	998236	191964	OTT	998236	Acrodipsas	594354	191875	hirtipes	998236	191964		Acrodipsas hirtipes	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota	Amphiesmenoptera	Lepidoptera	Glossata	Neolepidoptera	Heteroneura	Papilionoidea	Lycaenidae	Theclinae	Luciini							
94	sands1980new	Acrodipsas brisbanensis brisbanensis	Acrodipsas	OTT	genus	Acrodipsas	43	594354	191875	OTT	594354	Acrodipsas	594354						Acrodipsas	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota	Amphiesmenoptera	Lepidoptera	Glossata	Neolepidoptera	Heteroneura	Papilionoidea	Lycaenidae	Theclinae	Luciini							
95	sands1980new	Acrodipsas cuprea	Acrodipsas cuprea	OTT	species	Acrodipsas cuprea	100	998234	191963	OTT	998234	Acrodipsas	594354	191875	cuprea	998234	191963		Acrodipsas cuprea	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota	Amphiesmenoptera	Lepidoptera	Glossata	Neolepidoptera	Heteroneura	Papilionoidea	Lycaenidae	Theclinae	Luciini							
96	sands1980new	Pseudodipsas eole iole	Pseudodipsas	OTT	genus	Pseudodipsas	71	421119	191977	OTT	421119	Pseudodipsas	421119						Pseudodipsas	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota	Amphiesmenoptera	Lepidoptera	Glossata	Neolepidoptera	Heteroneura	Papilionoidea	Lycaenidae	Theclinae	Luciini							
97	stadler1999ant	Aphis fabae cirsiiacanthoides	Aphis	OTT	genus	Aphis	29	1026470	80764	OTT	1026470	Aphis	1026470						Aphis	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Paraneoptera		Hemiptera	Sternorrhyncha			Aphidoidea	Aphididae	Aphidinae	Aphidini							
98	stadler1999ant	Aphis fabae cirsiiacanthoides	Aphis	OTT	genus	Aphis	29	1026470	80764	OTT	1026470	Aphis	1026470						Aphis	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Paraneoptera		Hemiptera	Sternorrhyncha			Aphidoidea	Aphididae	Aphidinae	Aphidini							
99	stadler1999ant	Symydobius oblongus	Symydobius oblongus	OTT	species	Symydobius oblongus	100	3446506		OTT	3446506	Symydobius	413096	133110	oblongus	3446506			Symydobius oblongus	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Paraneoptera		Hemiptera	Sternorrhyncha			Aphidoidea	Aphididae	Calaphidinae								
100	stadler1999ant	Symydobius oblongus	Symydobius oblongus	OTT	species	Symydobius oblongus	100	3446506		OTT	3446506	Symydobius	413096	133110	oblongus	3446506			Symydobius oblongus	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Paraneoptera		Hemiptera	Sternorrhyncha			Aphidoidea	Aphididae	Calaphidinae								
101	koi2015new	Eumaeus atala	Eumaeus atala	OTT	species	Eumaeus atala	100	3139899		OTT	3139899	Eumaeus	672336	705868	atala	3139899			Eumaeus atala	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota	Amphiesmenoptera	Lepidoptera	Glossata	Neolepidoptera	Heteroneura	Papilionoidea	Lycaenidae	Theclinae	Eumaeini							
102	cox1999first	Aulacoscelis appendiculata	Aulacoscelis appendiculata	OTT	species	Aulacoscelis appendiculata	100	952033	294611	OTT	952033	Aulacoscelis	461718	131598	appendiculata	952033	294611		Aulacoscelis appendiculata	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Cucujiformia		Chrysomeloidea	Chrysomelidae	Aulacoscelinae								
103	svensson1987sex	Empis borealis	Empis borealis	OTT	species	Empis borealis	100	4341096	1403661	OTT	4341096	Empis	222502	178771	borealis	4341096	1403661		Empis borealis	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Diptera	Brachycera	Muscomorpha		Empidoidea	Empididae	Empidinae								
104	trl1975karyotypes	Pieris brassicae	Pieris brassicae	OTT	species	Pieris brassicae	100	167943	7116	OTT	167943	Pieris	167949	7115	brassicae	167943	7116		Pieris brassicae	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota	Amphiesmenoptera	Lepidoptera	Glossata	Neolepidoptera	Heteroneura	Papilionoidea	Pieridae	Pierinae	Pierini							
105	trl1975karyotypes	Pieris napi	Pieris napi	OTT	species	Pieris napi	100	731676	78633	OTT	731676	Pieris	167949	7115	napi	731676	78633		Pieris napi	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota	Amphiesmenoptera	Lepidoptera	Glossata	Neolepidoptera	Heteroneura	Papilionoidea	Pieridae	Pierinae	Pierini							
106	trl1975karyotypes	Polymmatus icarus	Polyommatus icarus	OTT	species	Polyommatus icarus	97	854609	265386	OTT	854609	Polyommatus	585817	265382	icarus	854609	265386		Polyommatus icarus	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota	Amphiesmenoptera	Lepidoptera	Glossata	Neolepidoptera	Heteroneura	Papilionoidea	Lycaenidae	Polyommatinae								
107	andrade2012oogenesis	Palmisthicus elaeisis	Palmistichus elaeisis	OTT	species	Palmistichus elaeisis	95	4526667		OTT	4526667	Palmistichus	4526665		elaeisis	4526667			Palmistichus elaeisis	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Hymenoptera	Apocrita			Chalcidoidea	Eulophidae									
108	lisboa2005effect	Trigona spinipes	Trigona spinipes	OTT	species	Trigona spinipes	100	685001	478164	OTT	685001	Trigona	582437	28657	spinipes	685001	478164		Trigona spinipes	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Hymenoptera	Apocrita			Apoidea	Apidae	Meliponinae								
109	mizumoto2007egg	Paranara guttata guttata	Parnara guttata guttata	OTT	subspecies	Parnara guttata guttata	98	5854018	1497298	OTT	5854018	Parnara	827434	218705	guttata	827430	1497298	guttata	Parnara guttata guttata	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota	Amphiesmenoptera	Lepidoptera	Glossata	Neolepidoptera	Heteroneura	Hesperioidea	Hesperiidae	Hesperiinae								
110	capman2017natural	Pholisora catullus	Pholisora catullus	OTT	species	Pholisora catullus	100	142960	509453	OTT	142960	Pholisora	142962	509452	catullus	142960	509453		Pholisora catullus	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota	Amphiesmenoptera	Lepidoptera	Glossata	Neolepidoptera	Heteroneura	Hesperioidea	Hesperiidae	Pyrginae								
111	taylor2010test	Glossina morsitans	Glossina morsitans	OTT	species	Glossina morsitans	100	184919	7394	OTT	184919	Glossina	753708	7393	morsitans	184919	7394		Glossina morsitans	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Diptera	Brachycera	Muscomorpha		Hippoboscoidea	Glossinidae						Glossina subgenus Glossina	Schizophora		
112	taylor2010test	Romalea microptera	Romalea microptera	OTT	species	Romalea microptera	100	763191	7007	OTT	763191	Romalea	178937	7006	microptera	763191	7007		Romalea microptera	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Orthopteroidea		Orthoptera	Caelifera			Acridoidea	Romaleidae									
113	gerber1971anatomy	Lytta nuttali	Lytta	OTT	genus	Lytta	56	1076137	404362	OTT	1076137	Lytta	1076137						Lytta	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Cucujiformia		Tenebrionoidea	Meloidae									
114	bugnion1909cissites	Cissites testaceus	Cissites	OTT	genus	Cissites	62	1076149	404364	OTT	1076149	Cissites	1076149						Cissites	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Cucujiformia		Tenebrionoidea	Meloidae									
115	jenner2003european	Campoplex dubitator	Campoplex dubitator	OTT	species	Campoplex dubitator	100	3288826		OTT	3288826	Campoplex	2718	95272	dubitator	3288826			Campoplex dubitator	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Hymenoptera	Apocrita			Ichneumonoidea	Ichneumonidae	Campopleginae								
116	griffith1986ovaries	Calpodes ethlius	Calpodes ethlius	OTT	species	Calpodes ethlius	100	955434	73634	OTT	955434	Calpodes	955433	73633	ethlius	955434	73634		Calpodes ethlius	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota	Amphiesmenoptera	Lepidoptera	Glossata	Neolepidoptera	Heteroneura	Hesperioidea	Hesperiidae	Hesperiinae								
118	obata1988mating	Harmonia axyridis	Harmonia axyridis	OTT	species	Harmonia axyridis	100	258281	115357	OTT	258281	Harmonia	332966	115356	axyridis	258281	115357		Harmonia axyridis	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Coleoptera	Polyphaga	Cucujiformia		Cucujoidea	Coccinellidae	Coccinellinae								
119	parkash2008climatic	Drosophila melanogaster	Drosophila melanogaster	OTT	species	Drosophila melanogaster	100	505714	7227	OTT	505714	Drosophila	34907	7215	melanogaster	505714	7227		Drosophila melanogaster	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Diptera	Brachycera	Muscomorpha		Ephydroidea	Drosophilidae	Drosophilinae	Drosophilini		melanogaster subgroup	melanogaster group	Sophophora	Schizophora		
120	parkash2008climatic	Drosophila melanogaster	Drosophila melanogaster	OTT	species	Drosophila melanogaster	100	505714	7227	OTT	505714	Drosophila	34907	7215	melanogaster	505714	7227		Drosophila melanogaster	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Diptera	Brachycera	Muscomorpha		Ephydroidea	Drosophilidae	Drosophilinae	Drosophilini		melanogaster subgroup	melanogaster group	Sophophora	Schizophora		
121	parkash2008climatic	Drosophila melanogaster	Drosophila melanogaster	OTT	species	Drosophila melanogaster	100	505714	7227	OTT	505714	Drosophila	34907	7215	melanogaster	505714	7227		Drosophila melanogaster	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Diptera	Brachycera	Muscomorpha		Ephydroidea	Drosophilidae	Drosophilinae	Drosophilini		melanogaster subgroup	melanogaster group	Sophophora	Schizophora		
122	parkash2008climatic	Drosophila melanogaster	Drosophila melanogaster	OTT	species	Drosophila melanogaster	100	505714	7227	OTT	505714	Drosophila	34907	7215	melanogaster	505714	7227		Drosophila melanogaster	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Diptera	Brachycera	Muscomorpha		Ephydroidea	Drosophilidae	Drosophilinae	Drosophilini		melanogaster subgroup	melanogaster group	Sophophora	Schizophora		
123	parkash2008climatic	Drosophila melanogaster	Drosophila melanogaster	OTT	species	Drosophila melanogaster	100	505714	7227	OTT	505714	Drosophila	34907	7215	melanogaster	505714	7227		Drosophila melanogaster	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Diptera	Brachycera	Muscomorpha		Ephydroidea	Drosophilidae	Drosophilinae	Drosophilini		melanogaster subgroup	melanogaster group	Sophophora	Schizophora		
124	parkash2008climatic	Drosophila melanogaster	Drosophila melanogaster	OTT	species	Drosophila melanogaster	100	505714	7227	OTT	505714	Drosophila	34907	7215	melanogaster	505714	7227		Drosophila melanogaster	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Diptera	Brachycera	Muscomorpha		Ephydroidea	Drosophilidae	Drosophilinae	Drosophilini		melanogaster subgroup	melanogaster group	Sophophora	Schizophora		
125	parkash2008climatic	Drosophila melanogaster	Drosophila melanogaster	OTT	species	Drosophila melanogaster	100	505714	7227	OTT	505714	Drosophila	34907	7215	melanogaster	505714	7227		Drosophila melanogaster	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Diptera	Brachycera	Muscomorpha		Ephydroidea	Drosophilidae	Drosophilinae	Drosophilini		melanogaster subgroup	melanogaster group	Sophophora	Schizophora		
126	parkash2008climatic	Drosophila melanogaster	Drosophila melanogaster	OTT	species	Drosophila melanogaster	100	505714	7227	OTT	505714	Drosophila	34907	7215	melanogaster	505714	7227		Drosophila melanogaster	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota		Diptera	Brachycera	Muscomorpha		Ephydroidea	Drosophilidae	Drosophilinae	Drosophilini		melanogaster subgroup	melanogaster group	Sophophora	Schizophora		
128	mazurkiewicz2019differentiation	Pieris napi	Pieris napi	OTT	species	Pieris napi	100	731676	78633	OTT	731676	Pieris	167949	7115	napi	731676	78633		Pieris napi	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota	Amphiesmenoptera	Lepidoptera	Glossata	Neolepidoptera	Heteroneura	Papilionoidea	Pieridae	Pierinae	Pierini							
129	yel2000anatomic	Pieris rapae	Pieris rapae	OTT	species	Pieris rapae	100	634345	64459	OTT	634345	Pieris	167949	7115	rapae	634345	64459		Pieris rapae	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota	Amphiesmenoptera	Lepidoptera	Glossata	Neolepidoptera	Heteroneura	Papilionoidea	Pieridae	Pierinae	Pierini							
130	schultner2012development	Stethophyma grossum	Stethophyma grossum	OTT	species	Stethophyma grossum	100	228522	355397	OTT	228522	Stethophyma	228524	355396	grossum	228522	355397		Stethophyma grossum	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Orthopteroidea		Orthoptera	Caelifera			Acridoidea	Acrididae	Acridinae								
131	schultner2012development	Arcryptera brevipennis vicheti	Arcyptera	OTT	genus	Arcyptera	46	800916	58561	OTT	800916	Arcyptera	800916						Arcyptera	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Orthopteroidea		Orthoptera	Caelifera			Acridoidea	Acrididae	Gomphocerinae								
132	cao2012anatomy	Pieris melete menetries	Pieris melete	OTT	species	Pieris melete	72	725960	270461	OTT	725960	Pieris	167949	7115	melete	725960	270461		Pieris melete	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota	Amphiesmenoptera	Lepidoptera	Glossata	Neolepidoptera	Heteroneura	Papilionoidea	Pieridae	Pierinae	Pierini							
133	llorente2018chorionic	Leptidea sinapis sinapis	Leptidea	OTT	genus	Leptidea	50	696036	189907	OTT	696036	Leptidea	696036						Leptidea	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota	Amphiesmenoptera	Lepidoptera	Glossata	Neolepidoptera	Heteroneura	Papilionoidea	Pieridae	Dismorphiinae								
134	llorente2018chorionic	Leptidea amurensis japona	Leptidea amurensis	OTT	species	Leptidea amurensis	84	696035	189908	OTT	696035	Leptidea	696036	189907	amurensis	696035	189908		Leptidea amurensis	ott3.0draft6	OTT	Eukaryota	Metazoa	Arthropoda		Hexapoda	Insecta	Pterygota	Endopterygota	Amphiesmenoptera	Lepidoptera	Glossata	Neolepidoptera	Heteroneura	Papilionoidea	Pieridae	Dismorphiinae								
